id	text	hook	duration_seconds	word_count	creator	hook_type	script_archetype	parasocial_levers	quality_score
314	Girl, you don't have to worry about oversharing with me, okay? Cause if you asked me to check if your pink taco smelled kinda funny, this is how I do it. mwah mwah mwah mwah mwah mwah mwah mwah mwah mwah mwah mwah mwah mwah mwah mwah mwah mwah No, no, you're good. Yeah. You're good, girl.	Girl, you don't have to worry about oversharing with me, okay?	14	57	peechi	bold_statement	thirst_commentary	challenge|sexual_tension|direct_address	0.9
315	This is going to sound really cliche, but I'm a strong, independent woman. Until a man says, get over here, in that really deep voice. Then suddenly, I'm on my knees. So, oops.	This is going to sound really cliche, but I'm a strong, independent woman.	12	33	peechi	bold_statement	thirst_commentary		0.7
316	Mustaches are so fucking slutty, but I fucking love them when I see a man with a mustache I just know he eats he would let me sit on his face first date. No hesitation. Just how I like	Mustaches are so fucking slutty, but I fucking love them	12	39	peechi	bold_statement	thirst_commentary		0.7
317	If you want to fix your libido, you need to be eating right and you need to exercise, okay? Because I used to think I was asexual. I never wanted to do. But now, I can't go a single day without making myself. It's all the time. Multiple times a day.	If you want to fix your libido, you need to be eating right and you need to exercise, okay?	15	51	peechi	bold_statement	fantasy_desire	direct_address	0.7
318	Car guys give me some tips. How dark do I need to tint my windows if I want to make it so that nobody can see me making myself on the inside during the day? Let me know.	Car guys give me some tips.	14	38	peechi	bold_statement	fantasy_desire		0.7
319	Whatever men question why women's showers take so long, sir, have you ever shaved, moisturized, and exfoliated every inch of your body? There are parts of my body that haven't seen a ray of sunshine that are smoother than a baby's butt right now, okay? So the next time you get to touch a pink taco that's soft and silky and smooth, you better appreciate that shit, okay? It ain't easy.	Whatever men question why women's showers take so long, sir, have you ever shaved, moisturized, and exfoliated every inch of your body?	20	71	peechi	bold_statement	thirst_commentary	relatability|sexual_tension|direct_address	0.8
320	There's something that is just so fucking hot about doing Kegels on a guy's just every time you give it that little squeeze and you hear him groan It's fucking addicting. I love it	There's something that is just so fucking hot about doing	12	34	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
321	when a man guides you through a room with his hand on your lower back that's not flirting that's like like we just got here but do you want to leave or what	when a man guides you through a room with his	11	33	peechi	bold_statement	fantasy_desire	direct_address	0.7
322	Guys, I'm gonna give you a little tip, okay? Play starts before you even hit the bedroom. If you pick me up, open the door for me, put your hand on my thigh while you're driving, I will sit pretty all night, like I'm not planning to do the most diabolical things to you, but I will.	Guys, I'm gonna give you a little tip, okay?	17	57	peechi	question	advice_tip	direct_address	0.7
323	Men who talk during... Yes, please, that is such a fucking turn-on, okay? Don't get me wrong, I love when you call me good girl, but I want you to know my name. Like, just grab my hips and pull me into you with a feral fucking growl. That is the cheat code.	Men who talk during.	18	53	peechi	bold_statement	praise_dynamic	praise|direct_address	0.8
324	Okay, the first like five seconds of backdoor is like but if you get past that you're gonna be like Aladdin on the magic Carpet in the back of your head. You're just gonna hear a whole new I promise it's worth it	Okay, the first like five seconds of backdoor is like	15	43	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
325	Why are men so hot when they're fixing things? Like suddenly my AC, my TV, my plumbing, they're all broken and I need you to come over, like now. Don't worry, you can fix my attitude next.	Why are men so hot when they're fixing things?	11	37	peechi	question	thirst_commentary	sexual_tension|direct_address	0.8
326	All right, listen, she doesn't want flowers, okay? She wants you to... her until tears are streaming down her cheeks, and she has to say the safe word to get you to stop.	All right, listen, she doesn't want flowers, okay?	11	33	peechi	question	fantasy_desire	direct_address	0.7
327	I can typically keep my composure fairly well, but if you kiss me on my neck when we're in public, we are leaving. If we're at brunch with friends, that's over. Target run, done. I have a priority to handle now, and by priority I mean you.	I can typically keep my composure fairly well, but if	14	47	peechi	bold_statement	thirst_commentary	direct_address	0.7
328	Okay, it's crazy that I even have to say this, but men deserve to be spoiled too, okay? These relationships are way too one-sided. If he's having a bad day, come here. I will get you fed, and I will give you... You want to be worshipped? Done. Okay? I will make sure that your stomach is full and your... are empty.	Okay, it's crazy that I even have to say this, but men deserve to be spoiled too, okay?	18	62	peechi	bold_statement	roleplay	direct_address	0.7
329	Don't lift weights for my health. Okay, I lift weights so that when I'm on top, I'm not doing that on the knees bullshit No, I'm on my feet and I can bounce on it like until his toes curl I want him whimpering like a dog. Otherwise, I'm not doing my job, right?	Don't lift weights for my health.	18	54	peechi	bold_statement	fantasy_desire		0.7
330	Oh my god, so I literally just found out that condoms aren't biodegradable. So, I'm sorry, but we're gonna have to do it raw. You know, for the turtles.	Oh my god, so I literally just found out that condoms aren't biodegradable.	12	29	peechi	bold_statement	thirst_commentary	direct_address	0.7
331	when i spot a man with a dump truck in the wild i know he's good in bed okay because he's activating his glutes constantly with hip thrusts and that's why he's caked the fuck up that's a green flag in my book now follow me i miss you	when i spot a man with a dump truck in	15	49	peechi	bold_statement	thirst_commentary	direct_address	0.7
332	What's the point of even letting him hit if you're not gonna let him beat that shit till it's fucking raw? You're not even using it to its full potential. Okay. I want my pink taco swollen and throbbing afterwards. She'll bounce back	What's the point of even letting him hit if you're not gonna let him beat that shit till it's fucking raw?	13	43	peechi	bold_statement	fantasy_desire	sexual_tension|direct_address	0.8
333	The whole back end is tattooed. That way, when a man's back there and he's looking at the starfish and he's wondering, thumb in or thumb out, the tattoo says, don't care. I'll let you decipher the meaning.	The whole back end is tattooed.	12	38	peechi	bold_statement	thirst_commentary	direct_address	0.7
334	I constantly crave that lazy side like first thing in the morning where you're just on your side rolled over and he's using you from behind it's so relaxing I honestly think that like nothing comes close	I constantly crave that lazy side like first thing in	17	37	peechi	bold_statement	thirst_commentary	direct_address	0.7
335	I may be a passenger princess, but I am not a pillow princess, okay? I was born to ride. You're not making it past the five-minute mark, okay? This is what I've been training for.	I may be a passenger princess, but I am not a pillow princess, okay?	11	35	peechi	bold_statement	thirst_commentary	direct_address	0.7
336	There is something that is so incredibly hot about a man who demands that you give him eye contact whenever he's making you Like it's so hard to do especially when he knows what he's doing, but I fold instantly and God it's so hot	There is something that is so incredibly hot about a	15	45	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
337	If you wanna know how to make his eyes roll back and his toes curl up, when you're on top, you need to bounce on it like it's a fuckin' pogo stick, okay? None of that on-the-knees bullshit. No, get up on your feet and put those quads to work.	If you wanna know how to make his eyes roll	15	50	peechi	bold_statement	thirst_commentary	direct_address	0.7
338	i'm so tired of the talking stages so i'm just gonna leave my resume here uh i got a built-in waterfall i'll bounce on it crazy style and i don't want kids let me know if i make the cut	i'm so tired of the talking stages so i'm just	11	40	peechi	bold_statement	fantasy_desire		0.7
339	Honestly, what's the point of even having a pool in your own backyard if you're not gonna go skinny-dip in it during the day? Aren't you scared your neighbors are gonna see? Hell no! If they're snooping and they're being nosy, that's not my fault, alright?	Honestly, what's the point of even having a pool in your own backyard if you're not gonna go skinny-dip in it during the day?	12	46	peechi	bold_statement	thirst_commentary	direct_address	0.7
340	Where are the munches, okay? Like, I need one. I want one. I want one who's gonna go down and eat my pink tacos so passionately, and when they come up, they lean in and make out with me and say, come see how good you taste. I would think about that person for the rest of my days.	Where are the munches, okay?	18	59	peechi	question	fantasy_desire	sexual_tension|direct_address	0.8
341	Want to be a housewife so bad not because I love cleaning or cooking which don't get me wrong I'll do that But the real reason is so I can see my man's eyes light up when he gets home and I'm wearing nothing But an apron and the back door is plugged up	Want to be a housewife so bad not	14	54	peechi	bold_statement	fantasy_desire		0.7
342	I really did myself a disservice getting my nails this long okay because it has been a while since I've been able to make myself from the good old DJ scratch if you catch my drift so when I finally get these taken off it's about to be the ultimate climax okay because I've been edging for like at least a month.	I really did myself a disservice getting my nails this long okay	18	62	peechi	bold_statement	thirst_commentary	direct_address	0.7
343	I like a man that will make me like over and over until I literally have to push him off of me that's the only way to do it because afterwards I'm just in this perfect state of bliss that's so perfect for being used	I like a man that will make me like over	15	45	peechi	bold_statement	thirst_commentary		0.7
344	Let me tell you why book girls are the ones you need to wife up, okay? Because we don't get our training from real-time application. We get our training from reading hundreds of thousands of pages of the dirtiest, filthiest smut you could imagine.	Let me tell you why book girls are the ones you need to wife up, okay?	14	44	peechi	bold_statement	thirst_commentary	direct_address	0.7
345	He doesn't want you to be gentle, okay? He wants you to use his- like you are trying to rip it off. You need to put that thing in a death grip with your pink taco and grind around on it.	He doesn't want you to be gentle, okay?	11	41	peechi	question	fantasy_desire	sexual_tension|direct_address	0.8
346	I need a man who loves because like I need to be courted I need to be wooed you can't just jump right into it I need you to make my pink taco fucking purr and need to feel you that's what makes it feel fucking amazing	I need a man who loves	18	47	peechi	fantasy	fantasy_desire	sexual_tension|direct_address	0.8
347	This is why you need to date a gym girl, okay? I rep twice my weight for leg extensions, okay? My quads are built to ride you until your balls off. Don't play with me. I'll ruin you.	This is why you need to date a gym girl, okay?	14	38	peechi	question	thirst_commentary	direct_address	0.7
348	Oh take her swimming on the first date. Yeah okay take her swimming but while you're at it make sure the water is real cold too that way we both know what we're working with.	Oh take her swimming on the first date.	10	35	peechi	bold_statement	thirst_commentary	direct_address	0.7
349	i want to know if i'm not the only one who's ever experienced this but you know when your man pisses you off but also he's hot and that low-key turns you on and then the kitty's like fucking purring like girl we're supposed to be mad at him right now fucking traitor	i want to know if i'm not the only one	15	53	peechi	bold_statement	fantasy_desire	relatability|sexual_tension|direct_address	1.0
350	Do you ever look at a man and just know he's the type to bend you over the kitchen counter mid-argument? Like, I'm not even mad anymore, okay? Please carry on. You win the fight. You win.	Do you ever look at a man and just know he's the type to bend you over the kitchen counter mid-argument?	11	37	peechi	question	thirst_commentary	relatability|direct_address	0.9
351	I'm speaking from experience here, okay? So listen up. If you've never almost lost a toy in the back door, then you're not doing it right, okay? You need to get in there and churn that butter. You're holding yourself back from your true potential.	I'm speaking from experience here, okay?	14	45	peechi	question	thirst_commentary	direct_address	0.7
352	Listen, I'm a simple girl, okay? If you... Me? I'll spit on it. You bring your freak energy, I'll bring mine. I will match you.	Listen, I'm a simple girl, okay?	10	25	peechi	question	thirst_commentary	direct_address	0.7
353	You know what I don't understand? Why is it illegal to have sunsets outside? I just want to get my back blown out with a view of the sunset. Is that such a crime?	You know what I don't understand?	11	34	peechi	question	fantasy_desire	direct_address	0.7
354	Ladies, if you want your man to start helping out around the house more, you gotta use the reward system, okay? If he does the dishes, give him top. If he makes the bed, pound town. If he sweeps, that's backdoor. If you start doing this, you won't even have to ask him anymore. He's just gonna do it, cause he knows what he gets after.	Ladies, if you want your man to start helping out around the house more, you gotta use the reward system, okay?	17	66	peechi	bold_statement	fantasy_desire	relatability|direct_address	0.9
355	Could you guess what my favorite position is? It's doggy.	Could you guess what my favorite position is?	6	10	peechi	question	thirst_commentary	direct_address	0.5
356	If you're at a woman's apartment and she has towels next to her bed, congratulations! You're the brand new water park employee. And if you know how to turn on those waterfalls and you're not scared of getting wet, we're gonna get along just fine.	If you're at a woman's apartment and she has towels next to her bed, congratulations!	14	45	peechi	bold_statement	thirst_commentary	direct_address	0.7
357	I know I'm reading too much smut when I literally start to have wet dreams about this broody mysterious man Making me crawl nude on all fours up to him with a ball gag in my mouth I'm freaked out right now	I know I'm reading too much smut when I literally	18	42	peechi	bold_statement	thirst_commentary		0.7
358	What do you mean you're gonna pull out? I'm offended. Do you think I'm ugly? You think I'm not good enough for your load? I worked hard for that. What, you don't want kids? That has nothing to do with this!	What do you mean you're gonna pull out?	11	41	peechi	question	fantasy_desire	direct_address	0.7
359	my toxic trait is thinking that i can swallow that thing whole without gagging but the gagging, that's the part that drives men fucking feral like you're telling him it's big without actually saying it so be proud of that gag reflex, i know i am	my toxic trait is thinking that i can swallow that	15	46	peechi	confession	confession	confession|direct_address	0.9
360	If you want to make sure that your girl never stops giving you spontaneous bullshits, you need to make sure she's happy in the day-to-day with the small things. Take out the trash, clean up after yourself, go get groceries without her having to ask. It's unrelated to sex, but that's how a woman's brain operates. If we feel taken care of and satisfied in the everyday, she's gonna want to drop on her knees and slop it up. Just... okay?	If you want to make sure that your girl never	27	81	peechi	advice	advice_tip	direct_address	0.5
361	Okay, I just found out that they make tentacle sheaths for a man's... I'm... I'm looking for volunteers.	Okay, I just found out that they make tentacle sheaths for a man's.	11	18	peechi	bold_statement	thirst_commentary		0.7
362	I am about three weeks post-op from my functional closed rhinoplasty. What's the difference between a functional and a regular rhinoplasty? A functional rhinoplasty fixes your deviated and collapsed airways, as well as aesthetic things about your nose at the same time. And it's closed because there's no outward incisions and cuts. It's all internal. My doctor was Vladimir Gregorians, based out of Glendale, California. He specializes in closed rhinoplasties. As I was doing my research, I decided to go with Dr. Gregorians because he had a very extensive before and after collection, and they were healed photos, so years after the work was done, not just right off the table. And his results were also very natural looking. The inside of my nose and outside is still pretty swollen, so I can't fully breathe just yet, but I am already able to breathe through that left nostril that was collapsed before. I'll keep you guys updated on my journey, but I'm really excited to see the full results.	I am about three weeks post-op from my functional closed rhinoplasty.	57	169	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.6
363	The most important tip to give the best is eye contact. Eye contact makes it 10 times hotter. And bonus points if you throw on a little cross-eye roll at the end. They're not gonna last.	The most important tip to give the best is eye contact.	13	36	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
364	She has 10 other guys telling her that she looks pretty okay, you need to be different You need to let her hold it when you pee. I guarantee you no other guy has given her this opportunity. She can't refuse it	She has 10 other guys telling her that she looks	11	42	peechi	bold_statement	thirst_commentary	direct_address	0.7
365	There is nothing more freeing than making myself in the shower as a girl with a built-in waterfall, okay? Cuz it's there's no mess. It's all fun and I can just let it rip over and over It's the best feeling in the world. My bean needs to be throbbing afterwards	There is nothing more freeing than making myself in the shower as a girl with a built-in waterfall, okay?	19	51	peechi	bold_statement	thirst_commentary		0.6
366	Having my nails done is dangerous. It just really makes me want to like, you know, just mmm, and the hair too, just mmm, mmm Bad combo, watch out	Having my nails done is dangerous.	14	29	peechi	bold_statement	fantasy_desire	direct_address	0.7
367	i want a man who is so fucking hungry for me that he does not care if it's been three days since i shaved last. he will devour my pink taco like it's his last fucking meal. i would let a man like that put a collar on me and walk me around in public. self-respect out the window	i want a man who is so fucking hungry for	17	59	peechi	fantasy	fantasy_desire	sexual_tension	0.8
368	Why are men who are dads so fucking hot to me? Like, I don't want kids, but I just know that that is potent, okay? And I need it in me immediately, sir.	Why are men who are dads so fucking hot to me?	13	33	peechi	question	fantasy_desire	sexual_tension	0.7
369	only care about size not me okay i'm a small girl a solid like five to six inches to me is the equivalent of wrangling a fucking python all right i'm easy to please	only care about size not me okay i'm a small	12	34	peechi	bold_statement	thirst_commentary		0.7
370	It's so funny to me how a man will say, now where do you want my... Cause like, what are you gonna do? If I tell you not to pull out? Don't ask me, okay? Cause you're not gonna like my answer. You're not about that life.	It's so funny to me how a man will say,	12	47	peechi	bold_statement	fantasy_desire	direct_address	0.7
371	reading smut is ruining my life because no man on the third date is gonna hold me by my jaw and make me look up at him while he leans in and says I'm gonna make you until tears are streaming down your face and you are begging me to you	reading smut is ruining my life	19	51	peechi	bold_statement	thirst_commentary	direct_address	0.6
372	Trying backdoor is like getting a good massage. You're a little tense at first and it might hurt in the beginning But you relax and give it some time and it feels fucking amazing. There is nothing else like it	Trying backdoor is like getting a good massage.	12	40	peechi	bold_statement	thirst_commentary	direct_address	0.7
373	Are you gooning to me right now? Or am I gooning to you right now? I guess we'll never know.	Are you gooning to me right now?	9	20	peechi	question	thirst_commentary	direct_address	0.6
374	leave it to me to get turned on by something as insignificant as a man's hands like specifically like when he has really big hands like bigger than my face because then he could just like take my whole face with one hand and just hold it there problematic maybe but i like that	leave it to me to get turned on by something	19	54	peechi	bold_statement	thirst_commentary		0.6
375	I love the gym, but the realest workout is Kegels. Ladies, if you want to know how to drive a man fucking crazy, I'm telling you, this is the key. Like, if he tells you he's close, you just squeeze that thing. His whole group chat is gonna know who you are.	I love the gym, but the realest workout is Kegels.	16	52	peechi	bold_statement	fantasy_desire	exclusivity|relatability|direct_address	0.9
376	In my shoes, walking sleep, in my youth I pray to keep, heaven send help	In my shoes, walking sleep, in my youth I pray	13	15	peechi	bold_statement	thirst_commentary		0.7
377	whenever i'm in a relationship one of my favorite things to do to mess with my partner whenever we're in public is lean over and whisper something absolutely filthy into their ear and then just watch them try to keep their composure afterwards	whenever i'm in a relationship one of my favorite things	15	43	peechi	relatable	thirst_commentary		0.7
378	I'm fine with doing house chores if I get rewarded for it. You might see it as transactional, but I see it as fair. We all play our part in this relationship, okay? If I clean the counter, bend me over it. If I just clean the shower, you're gonna make me waterfall all up in there.	I'm fine with doing house chores if I get rewarded for it.	16	57	peechi	bold_statement	thirst_commentary	direct_address	0.7
379	i just know he's a fucking freak when he comes up from eating and he pulls my face in and just starts making out with me and i'm tasting myself like sir where'd you get this from do you read smut who cooked here	i just know he's a fucking freak when he comes	13	44	peechi	bold_statement	thirst_commentary	direct_address	0.7
380	If you want fucking jacked quads, you need to bounce on it like a pogo stick. I mean, go absolutely fucking crazy style on it, okay? Grab on to his chest hairs like reins and ride him into another dimension.	If you want fucking jacked quads, you need to bounce	18	40	peechi	bold_statement	fantasy_desire	direct_address	0.7
381	He never plans surprise dates for me. Okay, well when's the last time you gave him a spontaneous... It's been a while, huh? I rest my case.	He never plans surprise dates for me.	10	27	peechi	bold_statement	thirst_commentary	direct_address	0.7
382	I don't know why, but I fucking love when men wear those slutty little stringer tank tops that look like their shirt's being held up by like a little piece of dental floss and you can just see their traps sticking out. It just makes me want to take like a big ol' bite out of it, just ahhh.	I don't know why, but I fucking love when men	15	59	peechi	bold_statement	fantasy_desire	direct_address	0.7
383	If it's windy outside, and he brushes your hair out of your face... Green flags! We love that, okay? Cuff that man. He's the type to hold your hair back while you're playing his flute. And we love a gentleman.	If it's windy outside, and he brushes your hair out of your face.	13	40	peechi	bold_statement	thirst_commentary	direct_address	0.7
384	Yeah, lingerie is cool and all, but there is nothing sluttier than wearing an oversized t-shirt with absolutely nothing else on underneath. I don't know why, but it's just perfection.	Yeah, lingerie is cool and all, but there is nothing	13	30	peechi	bold_statement	thirst_commentary		0.7
385	Usually I get paid to make myself Today that not cost me a hundred dollars. I had a little extra time before an appointment. So I made myself so hard that I Disassociated and stared at the ceiling for 20 minutes and then I realized I waterfalled all over my bedsheets So I had to do a little cleanup. So if I'm ever late, you know why?	Usually I get paid to make myself Today that not cost me a hundred dollars.	21	67	peechi	bold_statement	thirst_commentary	direct_address	0.6
386	I like being domestic, but in a sexy way. Like I'm cooking while wearing nothing but a plug in the back door, or I'm folding laundry and every time you walk by I bend over just a little slower than necessary. Domestic, but filthy.	I like being domestic, but in a sexy way.	15	44	peechi	bold_statement	thirst_commentary	direct_address	0.7
387	A lot of you guys probably think I'm just a silly bop with too much time on my hands, but I have talent, okay? I just wrote this poem. Listen up. Roses are red. My rhyming is quick. You can ruin my life if you have a nice day	A lot of you guys probably think I'm just a silly bop with too much time on my hands, but I have talent, okay?	13	49	peechi	bold_statement	thirst_commentary	direct_address	0.7
388	i know i probably shouldn't like this but all the self-respect just leaves my body when i picture a really hot guy just smushing my mouth open and spitting into it i know it's so wrong but it sounds so hot	i know i probably shouldn't like this but all the	13	41	peechi	bold_statement	fantasy_desire	sexual_tension	0.7
389	I would let a good man hold me by my bottom lip like I'm a prized bass that he's just reeled onto shore. Like, literally all he needs to do is just be nice to me, and I won't even flop around. I'll sit there and look pretty while he takes his picture with me like a trophy.	I would let a good man hold me by my	14	58	peechi	bold_statement	thirst_commentary		0.7
390	I have a question for the guys. Are you able to save up your, like, for days? That way when you do finally make yourself, it's like one massive one. Just, research purposes.	I have a question for the guys.	16	33	peechi	bold_statement	thirst_commentary	direct_address	0.7
391	Why is it so fucking hot to me when a man says I'm gonna make every single one of your holes mine Like yes, sir. I can't argue with that. I can't	Why is it so fucking hot to me when a	11	32	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
392	okay as a woman sometimes i get curious what it's like for the opposite gender when we're having sex so i just was like trying to like emulate you know what they do and how the fuck do y'all do that for 10 to 15 minutes straight and make that shit feel good i didn't know your game my apologies gentlemen	okay as a woman sometimes i get curious what it's	21	61	peechi	bold_statement	thirst_commentary	direct_address	0.6
393	I feel like the men who have a passion for eating taco are in hibernation. Where did they go? Where are the eaters?	I feel like the men who have a passion for eating taco are in hibernation.	13	23	peechi	bold_statement	thirst_commentary		0.7
394	I have this thing that I like to do whenever I'm doing back door Sometimes I like to reach my fingers in in my pink taco and feel his Moving in me. It's such a thin wall that you can feel everything from the other side. It's so fucking hot	I have this thing that I like to do whenever	18	50	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
395	if you text me be ready at 8 instead of saying i'll pick you up at 8 i'm going to be shaved moisturized exfoliated and covered in my own you know you got to be a little more clear than that	if you text me be ready at 8 instead of	13	41	peechi	bold_statement	thirst_commentary	direct_address	0.7
396	I really appreciate a man who puts in a little bit of effort like trim up the hedge every now and then pluck a nose hair or two because if you expect the pink taco to be soft silky and smooth I guarantee you your lady is gonna appreciate a little bit of maintenance on your end	I really appreciate a man who puts in a little	14	57	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
397	Alright, I'm in a drought, okay? I need book recommendations, and no, I don't want anything educational. I'm talking about sunlight, okay? I want to read something dirty, filthy, that I can chew, you know? So give me those book recommendations, please.	Alright, I'm in a drought, okay?	20	42	peechi	question	fantasy_desire	direct_address	0.6
398	What is it about a man who likes to cook and grill that is so fucking attractive to me like he says hey, baby I'm gonna heat up the grill cook us some ribs for dinner. I'm already like Hanging my head off the side of the bed. I'm gonna make it disappear	What is it about a man who likes to cook	16	53	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
399	If a guy's wearing shorts, and I'm trying to give him a... I like to do this thing where I keep his shorts on, and I pull his... through the leg loop of his shorts. I just pull it through where his leg is, and just... I like doing that.	If a guy's wearing shorts, and I'm trying to give him a.	18	50	peechi	bold_statement	thirst_commentary		0.7
400	I need a man who's gonna be able to hold his breath to the level of an Olympic swimmer because to be frank, I don't really care if you're about to pass out. If I'm on top, you can tap my thighs three times if you need air and I'll consider it.	I need a man who's gonna be able to hold	13	52	peechi	fantasy	fantasy_desire	direct_address	0.7
401	Today's one of those days where I just need cuddles. I just need somebody to hold me and tell me I look pretty, and if it slips in, it slips in, you know, is what it is.	Today's one of those days where I just need cuddles.	10	37	peechi	bold_statement	thirst_commentary	direct_address	0.7
402	I need him to be a little bit toxic, you know? Like, if he's texting me, you're mine. Nobody else can touch you. I'm already halfway to your place, okay?	I need him to be a little bit toxic, you know?	11	30	peechi	question	thirst_commentary	direct_address	0.7
403	Ladies, you cannot expect princess treatment if you do not also treat him like a prince, alright? When's the last time you polished off his royal scepter? Food for thought.	Ladies, you cannot expect princess treatment if you do not also treat him like a prince, alright?	11	30	peechi	bold_statement	thirst_commentary	relatability|direct_address	0.9
404	if i send you a selfie i don't want a lame ass fire emoji reaction okay i want a full review i want to know which part you're staring at first and why details okay thank you	if i send you a selfie i don't want a	11	37	peechi	bold_statement	fantasy_desire	direct_address	0.7
405	You know, I was gonna be a good noodle today, but then the slightest inconvenience happened to me. So now, I'm gonna go inside, and I'm gonna get my... And I am going to use that thing on my pink taco until it dies, or until I pass out. Whichever comes first.	You know, I was gonna be a good noodle today,	17	52	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
406	as a woman if i'm ever having a bad day i'm not feeling myself i feel kind of ugly i just go to the gas station grab a snack okay because there will be at least two guys standing around out front inside the gas station that will be hitting on you cat calling you you will leave that gas station feeling like a million fucking bucks	as a woman if i'm ever having a bad day	20	67	peechi	bold_statement	thirst_commentary	direct_address	0.6
407	if i send you a picture and i ask you if my ass looks fat say yes okay because i am working three days a week on these glutes and i am fighting against genetic hip dips so say that it's fat thank you	if i send you a picture and i ask you	14	44	peechi	bold_statement	thirst_commentary	direct_address	0.7
408	I don't need you to see me for what I've become Oh my my, those eyes like fire I'm a winged insect, you're a funeral pyre	I don't need you to see me for what I've	14	26	peechi	bold_statement	thirst_commentary	direct_address	0.7
409	you know the bad thing about having big bazoombas is just the simple fact that i can't go out in public without wearing a bra because the headlights they are constantly on these things could cut diamonds so everyone i look at would just think that i'm turned on by them and you know maybe i am but i'd like that to be my secret	you know the bad thing about having big bazoombas is	18	65	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
410	This is just a new video verifying the integrity of this account. Username is OfficialJustPeachy. Um, this is the new account that I'm gonna be posting on for the foreseeable future. So, follow me. I miss you.	This is just a new video verifying the integrity of this account.	12	37	peechi	bold_statement	thirst_commentary	direct_address	0.7
411	just a little advice you don't need to use lip gloss on it if you're making me on something while you're tenderizing my pink taco okay she will be soaked so get creative use your fingers get a maybe use your friend just kidding unless	just a little advice you don't need to use lip	16	45	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
412	I don't know why it's taken me this long to realize this, but it's the perfect full body workout. Cardio, flexibility, core strength, and then snacks after. Honestly, it's better than the gym.	I don't know why it's taken me this long to	13	33	peechi	bold_statement	thirst_commentary		0.7
413	I don't know why, but backdoor in the middle of the night when I'm like half awake just feels so much better than normal. Like if we're spooning and his, you know, is standing at attention and I just like press back against it slowly, that's the best.	I don't know why, but backdoor in the middle of	18	48	peechi	bold_statement	thirst_commentary	direct_address	0.7
414	I fucking love when a guy wears cologne when we're about to have because I start associating that smell with the act and anytime I smell it again my pink taco just gets dripping	I fucking love when a guy wears cologne when we're about to have	13	34	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
415	I don't know if you've ever had in a weird place, but I've always wanted to bonus points If it's kind of public, I don't know why but something about that is so hot Maybe it's like the risk of being caught but I want to try it so bad	I don't know if you've ever had in a weird	16	50	peechi	bold_statement	fantasy_desire	sexual_tension|direct_address	0.8
416	so i just got a new fantasy delivered and needless to say it's gonna be for backdoor usage because i can't get the sizing right on these things i either order them way too big or perfect for backdoor use so i feel like fucking goldilocks trying to find the perfect porridge for me	so i just got a new fantasy delivered and needless	20	54	peechi	bold_statement	fantasy_desire	sexual_tension	0.6
417	I've always wanted to be with a man who has a vasectomy because I have this fantasy of letting him inside the pink taco and then using that as for round 2.	I've always wanted to be with a man who has a vasectomy	14	32	peechi	bold_statement	fantasy_desire	sexual_tension	0.7
418	You know, there's nothing quite like having the back door eaten for the first time. It's a whirlwind of emotions, the whole experience. Because at first you're like, ew, gross, that's disgusting. But then you're like, gross, do it again.	You know, there's nothing quite like having the back door eaten for the first time.	14	40	peechi	bold_statement	thirst_commentary	direct_address	0.7
419	I cannot be the only one who thinks that it is so much hotter to pull the panties to the side than take them all the way off. Especially when a man is so eager to taste the pink taco that he just rips it to the side. He can't even take the extra time to take them off. That, that is it right there.	I cannot be the only one who thinks that it	17	65	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
420	My toxic trait is that I'm freaky as fuck and I'm gonna want to give you sloppy 24 7. Why is that a problem? You might be wondering I'm addicted to spicy chips Yeah, so the fingertips and the tongue are stained with red dye 40 So I hope you like a little bit of a burning sensation	My toxic trait is that I'm freaky as fuck and	19	58	peechi	confession	confession	confession|direct_address	0.8
421	if you're having a tough time right now just remember that hard times make men hard that men get hard when times are tough it makes you hard the harder the times the harder the man	if you're having a tough time right now just remember	16	36	peechi	bold_statement	thirst_commentary	direct_address	0.7
422	Ladies, you do not need to feel bad about being for your man, okay? I'm telling you, that is every man's dream girl right there. Be his comfort girl and his personal... I'm telling you, that's wife material.	Ladies, you do not need to feel bad about being for your man, okay?	14	38	peechi	bold_statement	thirst_commentary	exclusivity|relatability|direct_address	1.0
423	Whoever's name starts with this letter, is a good boy. Good boy. Good boy. Send this to whoever's name starts with that letter.	Whoever's name starts with this letter, is a good boy.	8	23	lillienue	bold_statement	praise_dynamic	exclusivity|praise	0.8
